sampledate,sampletime,temp,cond,spcond,salinity,chl_rfu,chl_ugl,bga_rfu,bga_ugl,turb,fdom_rfu,fdom_qsu,do_sat,do,ph,orp,orp_raw,pressure,water_depth
2016-08-16,09:19:46,12.501,431,566,0.28,0.1,0.38,0.05,0.03,0.19,-162.36,3.31,2.3,0.25,7.36,-92.3,-92.3,18.843,13.252
2016-08-16,09:19:47,12.477,430.7,566.1,0.28,0.11,0.41,0.05,0.03,0.2,-164.93,3.34,2.3,0.25,7.36,-99,-99,18.864,13.267
2016-08-16,09:19:48,12.38,430,566.4,0.28,0.11,0.41,0.05,0.03,0.21,-165.98,3.35,2.3,0.25,7.36,-100.2,-100.2,18.883,13.281
2016-08-16,09:19:49,12.355,429.7,566.5,0.28,0.1,0.39,0.04,0.02,0.21,-166.1,3.36,2.3,0.24,7.36,-101.5,-101.5,18.901,13.293
2016-08-16,09:19:50,12.3,429.3,566.8,0.28,0.1,0.39,0.04,0.02,0.22,-166.51,3.36,2.3,0.24,7.36,-102,-102,18.921,13.307
2016-08-16,09:19:51,12.268,429.2,567.1,0.28,0.1,0.38,0.04,0.02,0.25,-166.02,3.35,2.3,0.24,7.36,-102.9,-102.9,18.936,13.318
2016-08-16,09:19:52,12.243,429,567.2,0.28,0.1,0.38,0.03,0.02,0.32,-166.19,3.36,2.3,0.24,7.36,-103.7,-103.7,18.951,13.328
2016-08-16,09:19:53,12.225,428.8,567.2,0.28,0.09,0.35,0.02,0.01,0.33,-167.1,3.37,2.3,0.24,7.36,-104.5,-104.5,18.965,13.338
2016-08-16,09:19:54,12.187,428.4,567.2,0.28,0.09,0.36,0.01,-0.01,0.33,-167.85,3.38,2.3,0.24,7.36,-105.2,-105.2,18.982,13.35
2016-08-16,09:19:55,12.153,428,567.1,0.28,0.08,0.32,0.01,-0.01,0.34,-169.17,3.39,2.3,0.24,7.36,-105.9,-105.9,20.067,14.113
2016-08-16,09:19:56,12.118,427.6,567.1,0.28,0.08,0.31,0.02,0,0.34,-170.85,3.41,2.3,0.24,7.36,-112.3,-112.3,20.066,14.112
2016-08-16,09:19:57,12.088,427.1,566.9,0.28,0.07,0.28,0.02,0,0.34,-170.9,3.41,2.2,0.24,7.35,-113.7,-113.7,20.051,14.102
2016-08-16,09:19:58,12.06,426.8,566.8,0.28,0.07,0.29,0.02,0,0.32,-170.83,3.41,2.2,0.24,7.35,-115.1,-115.1,20.057,14.105
2016-08-16,09:19:59,12.034,426.4,566.7,0.28,0.07,0.29,0.02,0,0.32,-170.28,3.41,2.2,0.24,7.35,-116.6,-116.6,20.056,14.105
2016-08-16,09:20:00,12.005,426,566.6,0.28,0.07,0.29,0.02,0,0.32,-169.94,3.4,2.2,0.24,7.35,-117,-117,20.053,14.103
2016-08-16,09:20:01,11.981,425.7,566.6,0.28,0.07,0.29,0.02,0,0.28,-169.83,3.4,2.2,0.24,7.35,-117.9,-117.9,20.05,14.101
2016-08-16,09:20:02,11.955,425.4,566.6,0.28,0.08,0.3,0.02,0,0.28,-169.79,3.4,2.2,0.24,7.35,-118.7,-118.7,20.052,14.102
2016-08-16,09:20:03,11.932,425.1,566.5,0.28,0.09,0.33,0.02,0,0.28,-170.13,3.4,2.2,0.23,7.35,-119.5,-119.5,20.05,14.1
2016-08-16,09:20:04,11.906,424.8,566.4,0.28,0.09,0.35,0.02,0,0.28,-170.84,3.41,2.2,0.23,7.35,-120.4,-120.4,20.05,14.101
2016-08-16,09:20:05,11.883,424.5,566.4,0.28,0.08,0.32,0.01,-0.01,0.25,-170.9,3.41,2.2,0.23,7.35,-120.9,-120.9,20.049,14.1
2016-08-16,09:20:06,11.855,424.2,566.4,0.28,0.09,0.34,0.01,-0.01,0.19,-171.26,3.42,2.1,0.23,7.35,-121.7,-121.7,20.047,14.098
2016-08-16,09:20:07,11.837,424.1,566.5,0.28,0.09,0.37,0.01,-0.01,0.19,-170.77,3.41,2.1,0.23,7.35,-122.4,-122.4,20.043,14.095
2016-08-16,09:20:08,11.822,423.9,566.5,0.28,0.1,0.4,0.01,-0.01,0.2,-170.79,3.41,2.1,0.23,7.35,-123.1,-123.1,20.047,14.099
2016-08-16,09:20:09,11.801,423.7,566.6,0.28,0.1,0.39,0.01,-0.01,0.22,-171.03,3.41,2.1,0.23,7.34,-130.4,-130.4,20.094,14.131
2016-08-16,09:20:10,11.775,423.5,566.6,0.28,0.1,0.4,0.01,-0.01,0.22,-171.06,3.41,2.1,0.23,7.34,-132,-132,20.147,14.168
2016-08-16,09:20:11,11.746,423.3,566.8,0.28,0.11,0.41,0.01,-0.01,0.22,-171.81,3.42,2.1,0.23,7.34,-133.5,-133.5,20.192,14.2
2016-08-16,09:20:12,11.714,423.1,566.9,0.28,0.11,0.43,0.02,0,0.23,-172.39,3.43,2.1,0.22,7.34,-134.4,-134.4,20.238,14.233
2016-08-16,09:20:13,11.686,422.9,567.1,0.28,0.1,0.38,0.02,0,0.23,-172.94,3.44,2.1,0.22,7.34,-135,-135,20.271,14.256
2016-08-16,09:20:14,11.655,422.7,567.2,0.28,0.09,0.35,0.02,0,0.22,-173.61,3.45,2.1,0.22,7.34,-135.8,-135.8,20.3,14.276
2016-08-16,09:20:15,11.632,422.5,567.3,0.28,0.09,0.35,0.02,0,0.23,-174.07,3.45,2.1,0.22,7.33,-136.5,-136.5,20.326,14.294
2016-08-16,09:20:16,11.608,422.3,567.4,0.28,0.09,0.36,0.02,0,0.22,-174.73,3.46,2,0.22,7.33,-137.2,-137.2,20.351,14.312
2016-08-16,09:20:17,11.573,422,567.5,0.28,0.09,0.36,0.02,0,0.22,-174.97,3.46,2,0.22,7.33,-137.8,-137.8,20.374,14.328
2016-08-16,09:20:18,11.536,421.6,567.6,0.28,0.1,0.38,0.02,0,0.23,-175.71,3.47,2,0.22,7.33,-138.4,-138.4,21.44,15.077
2016-08-16,09:20:19,11.49,421.3,567.7,0.28,0.08,0.33,0.02,0,0.23,-176.18,3.48,2,0.22,7.33,-139.1,-139.1,21.457,15.089
2016-08-16,09:20:20,11.451,420.9,567.9,0.28,0.08,0.31,0.02,0,0.23,-176.72,3.48,2,0.22,7.33,-139.8,-139.8,21.462,15.093
2016-08-16,09:20:21,11.411,420.7,568.1,0.28,0.08,0.31,0.01,-0.01,0.24,-178.35,3.5,2,0.22,7.33,-140.4,-140.4,21.453,15.086
2016-08-16,09:20:22,11.384,420.4,568.2,0.28,0.08,0.33,0.01,-0.01,0.24,-179.92,3.52,2,0.21,7.33,-141.1,-141.1,21.451,15.085
2016-08-16,09:20:23,11.356,420.2,568.3,0.28,0.08,0.3,0.02,0,0.29,-180.64,3.53,2,0.21,7.32,-141.7,-141.7,21.454,15.087
2016-08-16,09:20:24,11.336,420,568.4,0.28,0.08,0.3,0.02,0,0.28,-182.01,3.54,1.9,0.21,7.32,-149.6,-149.6,21.45,15.084
2016-08-16,09:20:25,11.312,419.9,568.4,0.28,0.08,0.33,0.02,0,0.27,-182.46,3.55,1.9,0.21,7.32,-151.5,-151.5,21.452,15.086
2016-08-16,09:20:26,11.29,419.6,568.5,0.28,0.08,0.31,0.03,0.01,0.27,-183.55,3.56,1.9,0.21,7.32,-152,-152,21.451,15.085
2016-08-16,09:20:27,11.261,419.4,568.5,0.28,0.07,0.26,0.04,0.02,0.27,-184.44,3.57,1.9,0.21,7.32,-153.1,-153.1,21.456,15.088
2016-08-16,09:20:28,11.229,419,568.6,0.28,0.06,0.23,0.04,0.02,0.28,-186.41,3.6,1.9,0.21,7.32,-153.4,-153.4,21.51,15.127
2016-08-16,09:20:29,11.191,418.8,568.7,0.28,0.06,0.22,0.04,0.03,0.28,-186.84,3.6,1.9,0.21,7.32,-154.1,-154.1,21.597,15.187
2016-08-16,09:20:30,11.173,418.6,568.8,0.28,0.06,0.25,0.04,0.03,0.29,-188.34,3.62,1.9,0.21,7.31,-154.8,-154.8,21.655,15.228
2016-08-16,09:20:31,11.157,418.5,568.9,0.28,0.06,0.23,0.05,0.03,0.29,-189.06,3.63,1.9,0.21,7.31,-155.5,-155.5,21.701,15.26
2016-08-16,09:20:32,11.141,418.4,569.1,0.28,0.07,0.26,0.05,0.03,0.29,-189.77,3.64,1.9,0.21,7.31,-156,-156,21.74,15.288
2016-08-16,09:20:33,11.126,418.3,569.1,0.28,0.06,0.25,0.05,0.03,0.29,-190.5,3.65,1.9,0.21,7.31,-156.7,-156.7,21.774,15.311
2016-08-16,09:20:34,11.113,418.2,569.2,0.28,0.08,0.3,0.06,0.04,0.3,-190.41,3.64,1.9,0.21,7.31,-157.2,-157.2,21.808,15.335
2016-08-16,09:20:35,11.095,418.2,569.3,0.28,0.08,0.29,0.06,0.04,0.29,-190.76,3.65,1.9,0.21,7.31,-157.8,-157.8,21.832,15.353
2016-08-16,09:20:36,11.074,418,569.5,0.28,0.08,0.3,0.06,0.04,0.29,-190.75,3.65,1.9,0.2,7.3,-158.5,-158.5,21.882,15.387
2016-08-16,09:20:37,11.052,417.9,569.6,0.28,0.08,0.3,0.06,0.04,0.24,-190.81,3.65,1.8,0.2,7.3,-159.1,-159.1,21.941,15.429
2016-08-16,09:20:38,11.032,417.8,569.8,0.28,0.09,0.33,0.05,0.03,0.25,-190.96,3.65,1.8,0.2,7.3,-159.7,-159.7,22.003,15.473
2016-08-16,09:20:39,11.008,417.6,569.9,0.28,0.09,0.36,0.06,0.04,0.25,-190.57,3.65,1.8,0.2,7.3,-160,-160,22.049,15.505
2016-08-16,09:20:40,10.991,417.5,570.1,0.28,0.09,0.35,0.05,0.03,0.25,-189.96,3.64,1.8,0.2,7.3,-160.8,-160.8,22.091,15.534
2016-08-16,09:20:41,10.977,417.5,570.1,0.28,0.09,0.35,0.05,0.03,0.26,-189.48,3.63,1.8,0.2,7.29,-161.3,-161.3,22.129,15.561
2016-08-16,09:20:42,10.963,417.4,570.2,0.28,0.09,0.36,0.04,0.02,0.26,-189.5,3.63,1.8,0.2,7.29,-161.6,-161.6,22.169,15.589
2016-08-16,09:20:43,10.945,417.3,570.4,0.28,0.08,0.32,0.05,0.03,0.26,-188.95,3.63,1.8,0.2,7.29,-171,-171,22.199,15.61
2016-08-16,09:20:44,10.932,417.2,570.4,0.28,0.08,0.3,0.05,0.03,0.26,-188.4,3.62,1.8,0.2,7.29,-171.4,-171.4,22.227,15.63
2016-08-16,09:20:45,10.916,417,570.5,0.28,0.07,0.26,0.04,0.02,0.26,-188.45,3.62,1.8,0.2,7.29,-172.3,-172.3,23.532,16.548
2016-08-16,09:20:46,10.901,416.9,570.6,0.28,0.07,0.26,0.04,0.02,0.27,-188.32,3.62,1.8,0.2,7.29,-172.8,-172.8,23.571,16.575
2016-08-16,09:20:47,10.886,416.8,570.7,0.28,0.07,0.25,0.04,0.02,0.27,-187.66,3.61,1.8,0.19,7.28,-173.3,-173.3,23.593,16.59
2016-08-16,09:20:48,10.875,416.7,570.7,0.28,0.06,0.23,0.03,0.01,0.26,-186.4,3.6,1.8,0.19,7.28,-174.2,-174.2,23.598,16.594
2016-08-16,09:20:49,10.868,416.7,570.8,0.28,0.06,0.24,0.03,0.01,0.26,-186.18,3.59,1.7,0.19,7.28,-174.7,-174.7,23.587,16.586
2016-08-16,09:20:50,10.861,416.7,570.8,0.28,0.06,0.24,0.02,0,0.24,-185.52,3.59,1.7,0.19,7.28,-175.2,-175.2,23.585,16.585
2016-08-16,09:20:51,10.854,416.6,570.8,0.28,0.06,0.23,0.02,0,0.26,-185.58,3.59,1.7,0.19,7.28,-175.6,-175.6,23.583,16.583
2016-08-16,09:20:52,10.849,416.6,570.9,0.28,0.07,0.26,0.02,0,0.26,-184.24,3.57,1.7,0.19,7.28,-176.1,-176.1,23.582,16.582
2016-08-16,09:20:53,10.843,416.5,570.9,0.28,0.07,0.26,0.02,0,0.25,-183.8,3.57,1.7,0.19,7.28,-176.5,-176.5,23.58,16.581
2016-08-16,09:20:54,10.835,416.5,571,0.28,0.07,0.27,0.02,0,0.24,-183.77,3.57,1.7,0.19,7.27,-176.7,-176.7,23.637,16.621
2016-08-16,09:20:55,10.829,416.5,571,0.28,0.07,0.28,0.02,0,0.24,-182.61,3.55,1.7,0.19,7.27,-177.1,-177.1,23.723,16.681
2016-08-16,09:20:56,10.822,416.4,571.1,0.28,0.07,0.27,0.02,0,0.24,-182.45,3.55,1.7,0.19,7.27,-177.5,-177.5,23.808,16.741
2016-08-16,09:20:57,10.818,416.5,571.2,0.28,0.07,0.27,0.02,0,0.25,-180.77,3.53,1.7,0.19,7.27,-178,-178,23.862,16.78
2016-08-16,09:20:58,10.815,416.5,571.2,0.28,0.06,0.24,0.02,0,0.23,-180.14,3.52,1.7,0.19,7.27,-178.5,-178.5,23.907,16.811
2016-08-16,09:20:59,10.811,416.5,571.3,0.28,0.07,0.27,0.03,0.01,0.23,-179.68,3.52,1.7,0.19,7.27,-179.1,-179.1,23.943,16.837
2016-08-16,09:21:00,10.808,416.5,571.4,0.28,0.07,0.26,0.03,0.01,0.23,-179,3.51,1.7,0.19,7.27,-179.4,-179.4,23.98,16.862
2016-08-16,09:21:01,10.805,416.5,571.5,0.28,0.07,0.27,0.03,0.01,0.22,-178.93,3.51,1.7,0.19,7.26,-180,-180,24.004,16.879
2016-08-16,09:21:02,10.802,416.5,571.5,0.28,0.07,0.28,0.03,0.01,0.24,-177.66,3.49,1.7,0.19,7.26,-180.4,-180.4,24.025,16.894
2016-08-16,09:21:03,10.8,416.5,571.5,0.28,0.07,0.26,0.03,0.01,0.23,-178.37,3.5,1.7,0.18,7.26,-180.8,-180.8,24.044,16.907
2016-08-16,09:21:04,10.794,416.5,571.6,0.28,0.06,0.25,0.03,0.02,0.24,-178.19,3.5,1.7,0.18,7.26,-181.2,-181.2,24.083,16.935
2016-08-16,09:21:05,10.789,416.5,571.7,0.28,0.07,0.25,0.03,0.01,0.23,-177.76,3.49,1.7,0.18,7.26,-181.7,-181.7,24.137,16.972
2016-08-16,09:21:06,10.783,416.5,571.8,0.28,0.07,0.26,0.03,0.01,0.22,-177.92,3.5,1.7,0.18,7.26,-182.1,-182.1,24.185,17.006
2016-08-16,09:21:07,10.78,416.5,571.8,0.28,0.07,0.27,0.03,0.02,0.23,-178.14,3.5,1.7,0.18,7.26,-182.5,-182.5,24.228,17.037
2016-08-16,09:21:08,10.776,416.5,571.9,0.28,0.08,0.3,0.03,0.01,0.23,-177.72,3.49,1.6,0.18,7.26,-192.2,-192.2,24.268,17.065
2016-08-16,09:21:09,10.773,416.6,572,0.28,0.08,0.32,0.03,0.01,0.24,-176.77,3.48,1.6,0.18,7.26,-193,-193,24.31,17.094
2016-08-16,09:21:10,10.77,416.6,572,0.28,0.08,0.31,0.02,0,0.24,-176.6,3.48,1.6,0.18,7.25,-193.7,-193.7,24.354,17.125
2016-08-16,09:21:11,10.767,416.6,572.1,0.28,0.08,0.33,0.02,0,0.24,-176.44,3.48,1.6,0.18,7.25,-194.3,-194.3,24.388,17.149
2016-08-16,09:21:12,10.764,416.6,572.1,0.28,0.09,0.33,0.02,0,0.24,-176.63,3.48,1.6,0.18,7.25,-194.6,-194.6,24.414,17.167
2016-08-16,09:21:13,10.759,416.5,572.2,0.28,0.08,0.31,0.03,0.01,0.24,-175.94,3.47,1.6,0.18,7.25,-195,-195,25.745,18.104
2016-08-16,09:21:14,10.752,416.5,572.2,0.28,0.08,0.3,0.03,0.01,0.24,-174.95,3.46,1.6,0.18,7.25,-195.5,-195.5,25.764,18.117
2016-08-16,09:21:15,10.746,416.5,572.3,0.28,0.08,0.3,0.02,0,0.24,-174.3,3.45,1.6,0.18,7.25,-195.9,-195.9,25.791,18.135
2016-08-16,09:21:16,10.739,416.5,572.4,0.28,0.08,0.31,0.03,0.01,0.24,-172.95,3.44,1.6,0.18,7.25,-196.3,-196.3,25.779,18.127
2016-08-16,09:21:17,10.735,416.5,572.4,0.28,0.08,0.32,0.03,0.01,0.23,-173.48,3.44,1.6,0.18,7.25,-196.6,-196.6,25.771,18.122
2016-08-16,09:21:18,10.731,416.4,572.5,0.28,0.08,0.32,0.02,0,0.23,-172.87,3.44,1.6,0.18,7.25,-197,-197,25.766,18.118
2016-08-16,09:21:19,10.728,416.4,572.5,0.28,0.08,0.31,0.03,0.01,0.24,-173.03,3.44,1.6,0.18,7.25,-197.3,-197.3,25.767,18.119
2016-08-16,09:21:20,10.719,416.4,572.5,0.28,0.08,0.32,0.03,0.01,0.24,-172.8,3.44,1.6,0.17,7.25,-197.6,-197.6,25.891,18.206
2016-08-16,09:21:21,10.708,416.3,572.6,0.28,0.08,0.33,0.02,0,0.23,-172.56,3.43,1.6,0.17,7.24,-198,-198,26.007,18.287
2016-08-16,09:21:22,10.696,416.2,572.7,0.28,0.08,0.32,0.03,0.01,0.23,-172.74,3.43,1.6,0.17,7.24,-198.3,-198.3,26.089,18.345
2016-08-16,09:21:23,10.684,416.2,572.8,0.28,0.08,0.32,0.02,0,0.23,-172.53,3.43,1.5,0.17,7.24,-198.7,-198.7,26.147,18.386
2016-08-16,09:21:24,10.671,416.1,572.9,0.28,0.09,0.36,0.03,0.01,0.23,-172.48,3.43,1.5,0.17,7.24,-199,-199,26.2,18.423
2016-08-16,09:21:25,10.66,416,572.9,0.28,0.1,0.38,0.02,0,0.22,-171.89,3.42,1.5,0.17,7.24,-199.4,-199.4,26.232,18.445
2016-08-16,09:21:26,10.65,416,573,0.28,0.09,0.36,0.03,0.01,0.23,-170.95,3.41,1.5,0.17,7.24,-199.7,-199.7,26.258,18.464
2016-08-16,09:21:27,10.641,415.9,573.1,0.28,0.09,0.33,0.03,0.01,0.23,-170.72,3.41,1.5,0.17,7.24,-200.1,-200.1,26.28,18.479
2016-08-16,09:21:28,10.631,415.9,573.2,0.28,0.08,0.33,0.03,0.01,0.24,-170.42,3.41,1.5,0.17,7.24,-200.4,-200.4,26.298,18.492
2016-08-16,09:21:29,10.622,415.9,573.3,0.28,0.08,0.31,0.03,0.01,0.25,-170.02,3.4,1.5,0.17,7.24,-200.7,-200.7,26.316,18.505
2016-08-16,09:21:30,10.612,415.8,573.4,0.28,0.08,0.3,0.03,0.01,0.24,-169.83,3.4,1.5,0.17,7.24,-201.1,-201.1,26.329,18.513
2016-08-16,09:21:31,10.602,415.8,573.5,0.28,0.08,0.3,0.03,0.01,0.24,-170.01,3.4,1.5,0.17,7.24,-201.4,-201.4,26.34,18.521
2016-08-16,09:21:32,10.593,415.8,573.6,0.28,0.08,0.3,0.02,0,0.25,-171.05,3.41,1.5,0.17,7.24,-201.7,-201.7,26.35,18.529
2016-08-16,09:21:33,10.59,415.8,573.7,0.28,0.08,0.31,0.02,0,0.24,-170.83,3.41,1.5,0.16,7.24,-202.1,-202.1,26.36,18.535
2016-08-16,09:21:34,10.587,415.8,573.7,0.28,0.07,0.28,0.02,0,0.23,-171.02,3.41,1.5,0.16,7.24,-202.7,-202.7,26.364,18.538
2016-08-16,09:21:35,10.583,415.8,573.8,0.28,0.07,0.26,0.02,0,0.24,-171.62,3.42,1.5,0.16,7.23,-203.3,-203.3,26.38,18.549
2016-08-16,09:21:36,10.576,415.8,573.8,0.28,0.06,0.24,0.01,0,0.25,-172.01,3.43,1.5,0.16,7.23,-204,-204,26.399,18.563
2016-08-16,09:21:37,10.567,415.7,574,0.28,0.07,0.28,0.01,0,0.25,-171.89,3.42,1.5,0.16,7.23,-204.6,-204.6,26.457,18.604
2016-08-16,09:21:38,10.559,415.8,574.1,0.28,0.07,0.29,0.01,0,0.25,-172.34,3.43,1.5,0.16,7.23,-205.3,-205.3,26.489,18.626
2016-08-16,09:21:39,10.55,415.8,574.2,0.28,0.07,0.26,0.01,-0.01,0.24,-172.96,3.44,1.5,0.16,7.23,-206,-206,26.52,18.648
2016-08-16,09:21:40,10.542,415.8,574.4,0.28,0.07,0.28,0.02,0,0.24,-172.52,3.43,1.5,0.16,7.23,-206.6,-206.6,26.547,18.667
2016-08-16,09:21:41,10.533,415.8,574.5,0.28,0.07,0.29,0.02,0,0.24,-172.69,3.43,1.5,0.16,7.23,-207.3,-207.3,26.574,18.686
2016-08-16,09:21:42,10.525,415.8,574.7,0.28,0.08,0.31,0.01,-0.01,0.24,-173.83,3.45,1.5,0.16,7.23,-208,-208,26.602,18.705
2016-08-16,09:21:43,10.515,415.8,574.8,0.28,0.08,0.33,0.01,-0.01,0.23,-173.09,3.44,1.5,0.16,7.23,-208.6,-208.6,27.912,19.626
2016-08-16,09:21:44,10.504,415.8,575,0.28,0.09,0.33,0.01,-0.01,0.23,-173.35,3.44,1.5,0.16,7.23,-209.3,-209.3,27.918,19.631
2016-08-16,09:21:45,10.492,415.8,575.2,0.28,0.09,0.35,0.01,-0.01,0.23,-173.46,3.44,1.5,0.16,7.22,-210,-210,27.982,19.676
2016-08-23,09:53:03,23.397,22.6,23.3,0.01,0.13,0.52,0.13,0.11,1.51,440.6,-3.84,96.5,8.21,7.17,261.1,261.1,0.064,0.045
2016-08-23,09:53:04,23.378,410.2,423.3,0.2,0.18,0.71,0.14,0.12,1.49,442.57,-3.87,101.2,8.62,8.41,243.5,243.5,0.065,0.046
2016-08-23,09:53:05,23.4,455.5,469.9,0.23,0.19,0.75,0.15,0.14,1.33,674.58,-6.62,100.7,8.57,8.44,243,243,0.068,0.048
2016-08-23,09:53:06,23.429,459.1,473.3,0.23,0.22,0.87,0.16,0.14,1.14,840.41,-8.58,99.8,8.49,8.44,243,243,0.076,0.054
2016-08-23,09:53:07,23.468,459.4,473.3,0.23,0.25,0.96,0.16,0.14,1.08,924.41,-9.58,99.7,8.47,8.44,243,243,0.087,0.061
2016-08-23,09:53:08,23.505,459.6,473.2,0.23,0.28,1.1,0.15,0.13,1.05,981.81,-10.26,99.5,8.45,8.44,243,243,0.108,0.076
2016-08-23,09:53:09,23.552,459.6,472.8,0.23,0.35,1.34,0.14,0.13,1.03,1014.29,-10.65,99.2,8.42,8.44,243,243,1.164,0.821
2016-08-23,09:53:10,23.602,459.7,472.3,0.23,0.41,1.6,0.14,0.13,1.01,1042.9,-10.99,99,8.4,8.44,242.9,242.9,1.29,0.909
2016-08-23,09:53:11,23.68,459.7,471.7,0.23,0.47,1.81,0.16,0.14,0.97,1062.07,-11.21,98.8,8.37,8.44,242.9,242.9,1.221,0.861
2016-08-23,09:53:12,23.761,459.8,470.9,0.23,0.53,2.05,0.17,0.15,0.97,1079.6,-11.42,98.7,8.35,8.44,242.9,242.9,1.48,1.043
2016-08-23,09:53:13,23.849,459.8,470.3,0.23,0.58,2.25,0.18,0.16,0.95,1091.5,-11.56,98.5,8.32,8.44,242.9,242.9,1.49,1.051
2016-08-23,09:53:14,23.918,459.9,469.6,0.23,0.61,2.37,0.19,0.18,0.92,1103.13,-11.7,98.4,8.29,8.44,242.8,242.8,1.507,1.062
2016-08-23,09:53:15,23.993,459.9,469,0.23,0.63,2.43,0.21,0.2,0.9,1111.17,-11.8,98.2,8.27,8.44,242.8,242.8,1.574,1.109
2016-08-23,09:53:16,24.065,459.9,468.3,0.22,0.64,2.48,0.22,0.2,0.86,1119.51,-11.9,98.1,8.25,8.44,242.8,242.8,1.713,1.208
2016-08-23,09:53:17,24.118,460,467.8,0.22,0.65,2.52,0.23,0.22,0.83,1125.44,-11.97,97.9,8.22,8.44,242.8,242.8,1.88,1.325
2016-08-23,09:53:18,24.124,460,467.8,0.22,0.66,2.54,0.25,0.24,0.72,1131.98,-12.04,97.8,8.2,8.44,242.8,242.8,2.008,1.415
2016-08-23,09:53:19,24.128,460,467.8,0.22,0.66,2.56,0.27,0.26,0.7,1136.79,-12.1,97.7,8.19,8.44,242.7,242.7,2.091,1.474
2016-08-23,09:53:20,24.129,460,467.8,0.22,0.66,2.56,0.28,0.27,0.68,1141.22,-12.15,97.5,8.18,8.44,242.7,242.7,2.16,1.523
2016-08-23,09:53:21,24.131,460,467.8,0.22,0.67,2.57,0.29,0.28,0.68,1144.13,-12.19,97.3,8.16,8.44,242.7,242.7,2.25,1.586
2016-08-23,09:53:22,24.131,460.1,467.8,0.22,0.67,2.57,0.3,0.29,0.68,1182.72,-12.65,97.1,8.14,8.44,242.7,242.7,2.346,1.654
2016-08-23,09:53:23,24.131,460.1,467.8,0.22,0.67,2.6,0.32,0.3,0.66,1216.26,-13.04,96.9,8.13,8.44,242.6,242.6,3.341,2.355
2016-08-23,09:53:24,24.131,460.1,467.9,0.22,0.69,2.66,0.31,0.3,0.65,1214.56,-13.02,96.7,8.11,8.44,242.6,242.6,3.333,2.35
2016-08-23,09:53:25,24.131,460.1,467.9,0.22,0.69,2.66,0.31,0.3,0.64,1214.11,-13.02,96.6,8.1,8.44,242.6,242.6,3.289,2.318
2016-08-23,09:53:26,24.13,460.1,467.9,0.22,0.7,2.69,0.32,0.31,0.7,1213.09,-13.01,96.5,8.09,8.44,242.6,242.6,3.286,2.316
2016-08-23,09:53:27,24.13,460.1,467.9,0.22,0.7,2.71,0.32,0.31,0.69,1211.65,-12.99,96.3,8.08,8.44,242.6,242.6,3.312,2.335
2016-08-23,09:53:28,24.13,460.1,467.9,0.22,0.71,2.73,0.32,0.31,0.69,1211.68,-12.99,96.3,8.07,8.44,242.6,242.6,3.486,2.457
2016-08-23,09:53:29,24.13,460.1,467.9,0.22,0.69,2.66,0.32,0.31,0.69,1211.64,-12.99,96.2,8.07,8.44,242.5,242.5,3.709,2.615
2016-08-23,09:53:30,24.13,460.1,467.9,0.22,0.69,2.66,0.31,0.3,0.7,1211.13,-12.98,96.1,8.06,8.44,242.5,242.5,3.955,2.788
2016-08-23,09:53:31,24.13,460.1,467.9,0.22,0.69,2.68,0.31,0.3,0.67,1209.56,-12.96,96.1,8.06,8.44,242.5,242.5,4.114,2.9
2016-08-23,09:53:32,24.13,460.1,467.9,0.22,0.69,2.65,0.32,0.31,0.67,1208.28,-12.95,96,8.06,8.44,242.4,242.4,4.244,2.991
2016-08-23,09:53:33,24.13,460.1,467.9,0.22,0.69,2.68,0.32,0.31,0.62,1207.87,-12.94,96,8.05,8.44,242.4,242.4,4.337,3.057
2016-08-23,09:53:34,24.13,460.1,467.9,0.22,0.69,2.68,0.31,0.3,0.62,1206.79,-12.93,95.9,8.05,8.44,242.4,242.4,4.423,3.118
2016-08-23,09:53:35,24.129,460.1,467.9,0.22,0.69,2.68,0.31,0.3,0.61,1206.03,-12.92,95.9,8.04,8.44,242.3,242.3,4.478,3.156
2016-08-23,09:53:36,24.129,460.2,467.9,0.22,0.69,2.68,0.31,0.3,0.63,1205.28,-12.91,95.8,8.04,8.44,242.3,242.3,4.524,3.189
2016-08-23,09:53:37,24.129,460.1,467.9,0.22,0.69,2.68,0.31,0.3,0.63,1204.63,-12.91,95.8,8.04,8.44,242.3,242.3,4.563,3.216
2016-08-23,09:53:38,24.129,460.1,467.9,0.22,0.69,2.64,0.31,0.3,0.65,1204.15,-12.9,95.8,8.03,8.44,242.3,242.3,4.598,3.241
2016-08-23,09:53:39,24.129,460.2,467.9,0.22,0.69,2.66,0.31,0.3,0.65,1203.3,-12.89,95.7,8.03,8.44,242.2,242.2,4.629,3.263
2016-08-23,09:53:40,24.128,460.2,468,0.22,0.7,2.7,0.31,0.3,0.64,1202.4,-12.88,95.7,8.03,8.44,242.2,242.2,4.66,3.285
2016-08-23,09:53:41,24.128,460.1,467.9,0.22,0.69,2.67,0.32,0.31,0.6,1203.25,-12.89,95.7,8.02,8.44,242.2,242.2,4.704,3.316
2016-08-23,09:53:42,24.128,460.1,467.9,0.22,0.69,2.68,0.31,0.3,0.59,1202.94,-12.89,95.6,8.02,8.44,242.2,242.2,4.743,3.343
2016-08-23,09:53:43,24.127,460.2,468,0.22,0.7,2.7,0.31,0.3,0.57,1202.61,-12.88,95.6,8.02,8.44,242.2,242.2,4.792,3.378
